product_type,brand,condition,age_years,weight_kg,storage_gb,screen_size_inch,location_tier,resale_price_inr,green_points,price_per_kg,age_category,brand_tier,product_category
Laptop,HP,Repairable,2.1,2.44,64.0,14.2,1,14201,1450,5820.081967213115,Recent,Budget,Computer
Tablet,MSI,Working,1.4,0.69,128.0,8.9,1,16156,1656,23414.49275362319,Recent,Premium,Mobile
Charger,Generic,Repairable,1.4,0.19,,,3,122,32,642.1052631578947,Recent,Budget,Accessory
Monitor,Acer,Repairable,0.9,7.62,,25.3,3,3726,407,488.9763779527559,New,Budget,Computer
Laptop,Samsung,Working,2.8,2.85,64.0,14.0,3,16264,1672,5706.666666666666,Recent,Premium,Computer
Speaker,Realme,Working,2.1,2.6,,,2,1109,150,426.53846153846155,Recent,Budget,Accessory
Battery,Apple,Repairable,8.0,0.53,,,3,80,29,150.94339622641508,Very_Old,Premium,Accessory
Charger,Asus,Repairable,1.2,0.13,,,2,321,52,2469.230769230769,Recent,Budget,Accessory
Smartphone,Lenovo,Repairable,6.7,0.19,1024.0,6.5,2,1471,167,7742.105263157895,Very_Old,Budget,Mobile
Laptop,Samsung,Working,1.8,2.51,1024.0,15.2,2,26753,2720,10658.565737051793,Recent,Premium,Computer
Battery,OnePlus,Dead,0.6,0.65,,,3,185,29,284.6153846153846,New,Budget,Accessory
Tablet,Samsung,Working,3.9,0.73,32.0,9.6,2,8664,907,11868.493150684932,Old,Premium,Mobile
Monitor,Xiaomi,Repairable,1.8,5.98,,26.7,2,2410,273,403.01003344481603,Recent,Budget,Computer
Mouse,Lenovo,Repairable,1.2,0.11,,,3,238,43,2163.6363636363635,Recent,Budget,Computer
Tablet,Realme,Repairable,0.7,0.72,512.0,10.1,1,6434,669,8936.111111111111,New,Budget,Mobile
Monitor,Dell,Working,1.9,3.73,,20.9,3,7189,765,1927.3458445040214,Recent,Premium,Computer
Battery,Apple,Working,2.4,0.77,,,2,1097,146,1424.6753246753246,Recent,Premium,Accessory
Smartphone,Samsung,Repairable,3.4,0.15,128.0,5.2,2,4135,433,27566.666666666668,Old,Premium,Mobile
Smartphone,Lenovo,Dead,1.4,0.17,64.0,5.8,2,1955,205,11500.0,Recent,Budget,Mobile
Monitor,Generic,Repairable,1.2,6.28,,24.2,1,2771,310,441.2420382165605,Recent,Budget,Computer
Keyboard,Xiaomi,Repairable,0.9,0.69,,,1,627,83,908.6956521739131,New,Budget,Computer
Battery,OnePlus,Repairable,2.2,0.53,,,2,399,60,752.8301886792452,Recent,Budget,Accessory
Laptop,Dell,Repairable,1.7,1.92,512.0,16.5,1,18057,1834,9404.6875,Recent,Premium,Computer
Laptop,Xiaomi,Repairable,0.7,2.27,32.0,14.6,2,7990,829,3519.8237885462554,New,Budget,Computer
Monitor,Asus,Dead,4.7,5.64,,21.7,3,791,100,140.24822695035462,Old,Budget,Computer
Charger,HP,Dead,3.7,0.22,,,2,79,17,359.09090909090907,Old,Budget,Accessory
Battery,Apple,Dead,1.0,0.47,,,3,380,49,808.5106382978723,New,Premium,Accessory
Smartphone,HP,Repairable,2.0,0.19,128.0,6.4,2,4829,502,25415.78947368421,Recent,Budget,Mobile
Speaker,Generic,Dead,1.3,1.36,,,3,283,41,208.08823529411762,Recent,Budget,Accessory
Tablet,Xiaomi,Repairable,2.7,0.69,512.0,9.8,3,4320,453,6260.869565217392,Recent,Budget,Mobile
Tablet,HP,Repairable,0.7,0.78,128.0,11.1,2,7494,776,9607.692307692307,New,Budget,Mobile
Laptop,LG,Repairable,2.7,2.32,256.0,16.0,1,9722,1002,4190.517241379311,Recent,Budget,Computer
Laptop,Acer,Dead,3.8,2.33,64.0,13.5,3,2559,270,1098.283261802575,Old,Budget,Computer
Smartphone,Sony,Working,0.7,0.18,128.0,6.7,2,10732,1113,59622.222222222226,New,Premium,Mobile
Charger,Lenovo,Dead,3.6,0.23,,,2,76,17,330.4347826086956,Old,Budget,Accessory
Headphones,Generic,Dead,0.9,0.49,,,2,229,33,467.34693877551024,New,Budget,Accessory
Battery,MSI,Dead,0.7,0.55,,,2,308,41,560.0,New,Premium,Accessory
Mouse,Local,Repairable,4.9,0.1,,,2,83,28,830.0,Old,Budget,Computer
Speaker,Dell,Repairable,1.1,1.08,,,1,1980,220,1833.3333333333333,Recent,Premium,Accessory
Keyboard,Sony,Repairable,4.5,0.92,,,2,431,65,468.4782608695652,Old,Premium,Computer
Laptop,Lenovo,Repairable,3.9,2.68,128.0,15.2,3,7458,775,2782.8358208955224,Old,Budget,Computer
Speaker,OnePlus,Working,7.4,2.99,,,3,266,67,88.96321070234113,Very_Old,Budget,Accessory
Charger,Local,Working,4.3,0.2,,,1,132,48,660.0,Old,Budget,Accessory
Headphones,HP,Dead,2.4,0.22,,,2,385,48,1750.0,Recent,Budget,Accessory
Battery,Lenovo,Working,4.6,0.41,,,2,466,82,1136.5853658536587,Old,Budget,Accessory
Monitor,MSI,Repairable,6.1,5.14,,24.7,3,1242,154,241.6342412451362,Very_Old,Premium,Computer
Headphones,HP,Repairable,2.0,0.39,,,2,1073,128,2751.2820512820513,Recent,Budget,Accessory
Mouse,OnePlus,Working,1.7,0.18,,,3,566,91,3144.4444444444443,Recent,Budget,Computer
Speaker,OnePlus,Working,1.3,2.32,,,3,2577,297,1110.7758620689656,Recent,Budget,Accessory
Headphones,Asus,Working,2.1,0.22,,,2,1519,186,6904.545454545455,Recent,Budget,Accessory
Charger,Dell,Dead,1.2,0.16,,,3,129,22,806.25,Recent,Premium,Accessory
Charger,HP,Working,0.5,0.25,,,3,479,82,1916.0,New,Budget,Accessory
Speaker,Xiaomi,Repairable,1.2,2.06,,,1,935,117,453.88349514563106,Recent,Budget,Accessory
Speaker,Samsung,Working,4.8,1.17,,,3,1358,172,1160.6837606837607,Old,Premium,Accessory
Mouse,LG,Working,4.3,0.16,,,1,349,69,2181.25,Old,Budget,Computer
Headphones,Local,Repairable,1.6,0.41,,,3,454,66,1107.3170731707319,Recent,Budget,Accessory
Mouse,Realme,Dead,5.0,0.13,,,2,50,15,384.6153846153846,Old,Budget,Computer
Battery,HP,Working,0.5,0.31,,,3,1118,147,3606.451612903226,New,Budget,Accessory
Keyboard,Realme,Working,0.9,0.54,,,2,726,108,1344.4444444444443,New,Budget,Computer
Charger,Samsung,Working,1.6,0.25,,,1,679,102,2716.0,Recent,Premium,Accessory
Smartphone,Apple,Dead,1.0,0.2,128.0,6.5,1,4589,468,22945.0,New,Premium,Mobile
Mouse,Lenovo,Working,1.3,0.2,,,1,719,106,3595.0,Recent,Budget,Computer
Battery,HP,Working,0.6,0.32,,,2,942,130,2943.75,New,Budget,Accessory
Smartphone,Apple,Working,3.1,0.17,512.0,5.2,3,10961,1136,64476.47058823529,Old,Premium,Mobile
Headphones,LG,Working,5.6,0.3,,,1,900,126,3000.0,Very_Old,Budget,Accessory
Speaker,Realme,Dead,6.3,1.01,,,3,91,21,90.0990099009901,Very_Old,Budget,Accessory
Charger,Generic,Working,0.5,0.28,,,1,324,68,1157.142857142857,New,Budget,Accessory
Speaker,Sony,Dead,0.7,1.22,,,1,749,86,613.9344262295082,New,Premium,Accessory
Battery,HP,Repairable,6.1,0.65,,,1,213,42,327.6923076923077,Very_Old,Budget,Accessory
Tablet,Samsung,Repairable,1.4,0.42,512.0,8.1,3,9604,986,22866.666666666668,Recent,Premium,Mobile
Headphones,MSI,Repairable,6.4,0.31,,,1,280,49,903.2258064516129,Very_Old,Premium,Accessory
Battery,HP,Working,2.8,0.79,,,2,922,129,1167.0886075949365,Recent,Budget,Accessory
Tablet,Local,Working,0.9,0.47,32.0,11.1,1,6545,695,13925.531914893618,New,Budget,Mobile
Headphones,LG,Repairable,3.2,0.25,,,2,842,104,3368.0,Old,Budget,Accessory
Battery,Xiaomi,Working,2.5,0.72,,,1,610,97,847.2222222222223,Recent,Budget,Accessory
Laptop,LG,Repairable,1.6,2.97,256.0,16.5,1,13606,1391,4581.144781144781,Recent,Budget,Computer
Battery,Generic,Repairable,6.6,0.64,,,2,67,27,104.6875,Very_Old,Budget,Accessory
Mouse,MSI,Working,0.5,0.1,,,3,629,97,6290.0,New,Premium,Computer
Keyboard,LG,Dead,0.9,0.68,,,2,271,38,398.52941176470586,New,Budget,Computer
Charger,Apple,Repairable,1.4,0.18,,,2,352,55,1955.5555555555557,Recent,Premium,Accessory
Keyboard,Realme,Working,0.6,0.97,,,1,943,131,972.1649484536083,New,Budget,Computer
Laptop,Realme,Dead,1.7,2.45,1024.0,14.7,2,3640,379,1485.7142857142856,Recent,Budget,Computer
Battery,HP,Working,2.5,0.78,,,2,930,130,1192.3076923076924,Recent,Budget,Accessory
Headphones,HP,Repairable,1.6,0.39,,,3,798,100,2046.1538461538462,Recent,Budget,Accessory
Battery,Realme,Dead,2.1,0.79,,,3,107,22,135.44303797468353,Recent,Budget,Accessory
Speaker,HP,Repairable,5.8,1.81,,,1,674,91,372.3756906077348,Very_Old,Budget,Accessory
Smartphone,LG,Repairable,2.2,0.15,128.0,5.5,2,4398,459,29320.0,Recent,Budget,Mobile
Keyboard,LG,Repairable,0.6,1.07,,,3,585,80,546.7289719626168,New,Budget,Computer
Laptop,LG,Working,3.7,1.93,64.0,16.9,1,13434,1387,6960.621761658032,Old,Budget,Computer
Headphones,Xiaomi,Working,1.4,0.38,,,1,1491,185,3923.684210526316,Recent,Budget,Accessory
Speaker,Asus,Repairable,2.1,2.83,,,2,1344,160,474.9116607773851,Recent,Budget,Accessory
Monitor,Generic,Working,1.5,7.31,,26.1,2,3348,384,458.0027359781122,Recent,Budget,Computer
Smartphone,MSI,Working,6.5,0.21,1024.0,6.2,3,3111,346,14814.285714285716,Very_Old,Premium,Mobile
Laptop,Realme,Repairable,4.2,2.92,32.0,13.7,1,4254,451,1456.8493150684933,Old,Budget,Computer
Mouse,Local,Working,1.8,0.17,,,1,250,60,1470.5882352941176,Recent,Budget,Computer
Tablet,Generic,Repairable,0.5,0.54,64.0,11.4,1,5157,541,9550.0,New,Budget,Mobile
Headphones,Dell,Repairable,1.5,0.26,,,1,1160,137,4461.538461538461,Recent,Premium,Accessory
Laptop,Realme,Working,0.9,1.66,1024.0,17.0,3,16351,1678,9850.0,New,Budget,Computer
Tablet,Lenovo,Repairable,0.9,0.42,256.0,10.3,3,6337,659,15088.095238095239,New,Budget,Mobile
Monitor,Apple,Dead,1.0,4.51,,29.1,1,2761,295,612.1951219512196,New,Premium,Computer
Laptop,Samsung,Dead,3.0,2.45,128.0,16.6,3,4043,419,1650.204081632653,Recent,Premium,Computer
Tablet,OnePlus,Working,7.5,0.47,256.0,10.6,2,1526,188,3246.8085106382982,Very_Old,Budget,Mobile
Charger,Acer,Working,0.7,0.19,,,2,492,84,2589.4736842105262,New,Budget,Accessory
Tablet,HP,Dead,2.0,0.53,128.0,12.7,3,2504,261,4724.528301886792,Recent,Budget,Mobile
Headphones,OnePlus,Dead,1.0,0.4,,,2,388,49,970.0,New,Budget,Accessory
Smartphone,LG,Working,0.6,0.21,32.0,5.0,2,8380,878,39904.76190476191,New,Budget,Mobile
Tablet,HP,Dead,0.9,0.63,128.0,9.0,2,3472,358,5511.111111111111,New,Budget,Mobile
Headphones,Xiaomi,Working,2.7,0.25,,,1,1212,156,4848.0,Recent,Budget,Accessory
Laptop,Acer,Working,1.6,2.48,1024.0,16.8,2,24224,2467,9767.741935483871,Recent,Budget,Computer
Smartphone,Samsung,Dead,0.5,0.24,64.0,6.7,1,2693,279,11220.833333333334,New,Premium,Mobile
Keyboard,OnePlus,Dead,1.2,0.77,,,2,258,37,335.06493506493507,Recent,Budget,Computer
Battery,OnePlus,Repairable,0.7,0.66,,,2,680,89,1030.3030303030303,New,Budget,Accessory
Mouse,Xiaomi,Dead,2.4,0.17,,,3,85,18,499.99999999999994,Recent,Budget,Computer
Charger,MSI,Repairable,1.1,0.11,,,3,228,42,2072.7272727272725,Recent,Premium,Accessory
Battery,MSI,Working,1.4,0.42,,,3,783,114,1864.2857142857144,Recent,Premium,Accessory
Tablet,OnePlus,Dead,0.9,0.45,64.0,8.7,3,3370,348,7488.888888888889,New,Budget,Mobile
Monitor,Samsung,Repairable,2.0,5.97,,20.3,2,4547,486,761.641541038526,Recent,Premium,Computer
Headphones,Samsung,Repairable,1.3,0.22,,,2,1189,138,5404.545454545455,Recent,Premium,Accessory
Battery,Lenovo,Working,0.9,0.58,,,2,1030,139,1775.8620689655174,New,Budget,Accessory
Monitor,MSI,Working,2.0,5.17,,29.9,2,7359,785,1423.404255319149,Recent,Premium,Computer
Tablet,Xiaomi,Dead,1.0,0.69,1024.0,10.1,1,2819,292,4085.507246376812,New,Budget,Mobile
Headphones,LG,Working,1.2,0.34,,,1,1691,205,4973.529411764705,Recent,Budget,Accessory
Monitor,Local,Repairable,0.6,3.56,,25.6,2,1705,197,478.9325842696629,New,Budget,Computer
Keyboard,Acer,Repairable,4.3,0.66,,,3,358,56,542.4242424242424,Old,Budget,Computer
Keyboard,Dell,Repairable,6.7,1.17,,,1,222,44,189.74358974358975,Very_Old,Premium,Computer
Tablet,Local,Repairable,1.4,0.43,32.0,10.7,1,3291,350,7653.488372093024,Recent,Budget,Mobile
Smartphone,Sony,Repairable,4.3,0.25,256.0,5.6,3,3281,348,13124.0,Old,Premium,Mobile
Battery,Samsung,Repairable,0.9,0.3,,,2,658,86,2193.3333333333335,New,Premium,Accessory
Mouse,OnePlus,Repairable,2.1,0.18,,,3,284,48,1577.7777777777778,Recent,Budget,Computer
Keyboard,Samsung,Working,5.5,0.94,,,1,773,114,822.3404255319149,Very_Old,Premium,Computer
Mouse,Dell,Working,0.8,0.19,,,1,899,124,4731.578947368421,New,Premium,Computer
Mouse,Lenovo,Working,0.9,0.12,,,2,747,109,6225.0,New,Budget,Computer
Mouse,Sony,Working,0.6,0.15,,,2,726,107,4840.0,New,Premium,Computer
Speaker,Xiaomi,Working,2.7,2.68,,,2,1328,172,495.5223880597015,Recent,Budget,Accessory
Charger,Apple,Dead,1.6,0.3,,,2,194,30,646.6666666666667,Recent,Premium,Accessory
Keyboard,MSI,Repairable,5.1,0.81,,,3,284,50,350.61728395061726,Very_Old,Premium,Computer
Smartphone,Asus,Dead,1.6,0.22,1024.0,5.5,3,1823,192,8286.363636363636,Recent,Budget,Mobile
Mouse,Samsung,Dead,0.6,0.14,,,1,242,34,1728.5714285714284,New,Premium,Computer
Battery,Sony,Repairable,0.5,0.64,,,2,753,96,1176.5625,New,Premium,Accessory
Headphones,Dell,Working,1.0,0.41,,,3,2390,275,5829.2682926829275,New,Premium,Accessory
Laptop,Realme,Working,7.1,1.85,256.0,13.6,1,2396,278,1295.135135135135,Very_Old,Budget,Computer
Smartphone,Lenovo,Working,2.9,0.22,64.0,5.6,1,8228,862,37400.0,Recent,Budget,Mobile
Speaker,HP,Repairable,0.9,2.16,,,3,1340,158,620.3703703703703,New,Budget,Accessory
Tablet,LG,Repairable,3.1,0.58,128.0,9.4,3,4071,428,7018.9655172413795,Old,Budget,Mobile
Monitor,Apple,Dead,1.0,4.33,,23.5,1,2628,281,606.9284064665127,New,Premium,Computer
Smartphone,Lenovo,Repairable,0.6,0.17,32.0,5.6,1,6477,672,38100.0,New,Budget,Mobile
Tablet,Local,Repairable,2.7,0.69,32.0,12.7,1,2687,289,3894.202898550725,Recent,Budget,Mobile
Keyboard,MSI,Dead,0.5,1.02,,,2,434,55,425.4901960784314,New,Premium,Computer
Charger,Generic,Repairable,4.5,0.13,,,3,65,26,500.0,Old,Budget,Accessory
Speaker,OnePlus,Repairable,0.9,2.2,,,3,1463,170,665.0,New,Budget,Accessory
Charger,Asus,Repairable,1.3,0.21,,,2,305,50,1452.3809523809525,Recent,Budget,Accessory
Speaker,OnePlus,Repairable,1.6,2.71,,,3,1354,160,499.6309963099631,Recent,Budget,Accessory
Monitor,HP,Dead,0.6,6.11,,26.2,2,1792,201,293.28968903436987,New,Budget,Computer
Headphones,Sony,Dead,6.8,0.46,,,2,104,21,226.08695652173913,Very_Old,Premium,Accessory
Battery,Apple,Dead,1.2,0.42,,,2,351,46,835.7142857142858,Recent,Premium,Accessory
Headphones,Samsung,Dead,0.7,0.36,,,2,462,57,1283.3333333333335,New,Premium,Accessory
Monitor,Local,Dead,1.3,4.1,,28.5,2,903,108,220.2439024390244,Recent,Budget,Computer
Tablet,Local,Working,1.4,0.44,512.0,9.0,2,5988,639,13609.09090909091,Recent,Budget,Mobile
Battery,Acer,Working,2.0,0.72,,,2,775,113,1076.388888888889,Recent,Budget,Accessory
Headphones,Samsung,Working,2.5,0.36,,,2,2238,259,6216.666666666667,Recent,Premium,Accessory
Laptop,MSI,Working,5.9,2.27,32.0,14.8,2,7965,841,3508.8105726872245,Very_Old,Premium,Computer
Battery,Dell,Repairable,0.9,0.62,,,3,548,75,883.8709677419355,New,Premium,Accessory
Charger,Sony,Working,0.7,0.14,,,1,675,102,4821.428571428571,New,Premium,Accessory
Keyboard,Local,Dead,4.9,0.9,,,2,66,18,73.33333333333333,Old,Budget,Computer
Battery,LG,Dead,1.3,0.59,,,1,224,33,379.66101694915255,Recent,Budget,Accessory
Speaker,MSI,Working,2.7,1.1,,,1,2507,287,2279.090909090909,Recent,Premium,Accessory
Charger,Realme,Working,1.2,0.17,,,1,406,75,2388.235294117647,Recent,Budget,Accessory
Laptop,Samsung,Dead,0.9,1.97,32.0,16.5,1,7240,743,3675.1269035532996,New,Premium,Computer
Battery,Xiaomi,Dead,1.6,0.67,,,3,149,25,222.38805970149252,Recent,Budget,Accessory
Tablet,Apple,Working,1.2,0.56,64.0,12.1,1,20769,2117,37087.5,Recent,Premium,Mobile
Headphones,Generic,Working,0.6,0.29,,,2,1164,152,4013.7931034482763,New,Budget,Accessory
Charger,Asus,Repairable,2.2,0.19,,,1,276,47,1452.6315789473683,Recent,Budget,Accessory
Headphones,Sony,Working,0.9,0.33,,,3,2037,239,6172.727272727272,New,Premium,Accessory
Laptop,Apple,Repairable,5.1,1.89,64.0,15.6,3,8833,912,4673.544973544974,Very_Old,Premium,Computer
Battery,Generic,Dead,0.5,0.66,,,1,113,22,171.21212121212122,New,Budget,Accessory
Speaker,Lenovo,Repairable,8.0,2.75,,,2,142,40,51.63636363636363,Very_Old,Budget,Accessory
Speaker,Lenovo,Working,1.1,1.76,,,2,2340,273,1329.5454545454545,Recent,Budget,Accessory
Headphones,Dell,Repairable,1.4,0.3,,,2,1191,140,3970.0,Recent,Premium,Accessory
Laptop,Xiaomi,Repairable,0.9,2.77,1024.0,14.9,1,11899,1220,4295.667870036101,New,Budget,Computer
Battery,Generic,Working,4.3,0.42,,,1,252,61,600.0,Old,Budget,Accessory
Keyboard,MSI,Repairable,2.4,0.82,,,3,598,81,729.2682926829269,Recent,Premium,Computer
Headphones,Lenovo,Repairable,5.1,0.49,,,3,425,63,867.3469387755102,Very_Old,Budget,Accessory
Battery,MSI,Dead,3.4,0.34,,,3,135,24,397.0588235294117,Old,Premium,Accessory
Headphones,Asus,Working,3.1,0.33,,,1,1582,194,4793.939393939394,Old,Budget,Accessory
Tablet,Acer,Working,1.2,0.64,32.0,11.1,1,10700,1111,16718.75,Recent,Budget,Mobile
Laptop,Dell,Working,0.9,1.6,256.0,13.9,1,29755,3018,18596.875,New,Premium,Computer
Laptop,Lenovo,Dead,4.9,1.58,1024.0,15.2,2,2279,240,1442.4050632911392,Old,Budget,Computer
Monitor,Acer,Repairable,1.8,3.23,,31.8,2,2644,290,818.5758513931888,Recent,Budget,Computer
Mouse,Acer,Repairable,2.7,0.14,,,3,211,41,1507.142857142857,Recent,Budget,Computer
Monitor,Local,Repairable,1.1,4.72,,30.5,1,2124,241,450.0,Recent,Budget,Computer
Tablet,LG,Working,0.9,0.74,32.0,9.1,1,11908,1231,16091.891891891892,New,Budget,Mobile
Headphones,LG,Working,0.6,0.24,,,2,2323,267,9679.166666666668,New,Budget,Accessory
Battery,MSI,Repairable,1.7,0.34,,,2,643,85,1891.1764705882351,Recent,Premium,Accessory
Tablet,Generic,Working,4.7,0.7,1024.0,9.1,2,4389,474,6270.0,Old,Budget,Mobile
Charger,Local,Dead,4.1,0.24,,,3,45,14,187.5,Old,Budget,Accessory
Tablet,Apple,Dead,3.7,0.54,64.0,9.3,3,2999,310,5553.7037037037035,Old,Premium,Mobile
Battery,Samsung,Repairable,1.3,0.35,,,3,655,86,1871.4285714285716,Recent,Premium,Accessory
Tablet,Apple,Dead,1.2,0.61,64.0,12.7,2,4421,453,7247.540983606557,Recent,Premium,Mobile
Keyboard,Lenovo,Dead,1.3,1.04,,,3,286,40,275.0,Recent,Budget,Computer
Battery,Apple,Dead,1.6,0.49,,,2,360,47,734.6938775510205,Recent,Premium,Accessory
Charger,MSI,Repairable,5.4,0.25,,,2,114,31,456.0,Very_Old,Premium,Accessory
Laptop,Xiaomi,Dead,4.9,2.08,512.0,16.3,1,2157,229,1037.0192307692307,Old,Budget,Computer
Tablet,Sony,Repairable,0.9,0.71,1024.0,12.4,3,8345,860,11753.521126760565,New,Premium,Mobile
Headphones,OnePlus,Working,0.9,0.33,,,2,2365,272,7166.666666666666,New,Budget,Accessory
Speaker,Realme,Dead,0.5,1.22,,,1,519,63,425.40983606557376,New,Budget,Accessory
Smartphone,Xiaomi,Dead,1.2,0.25,512.0,5.6,2,1480,158,5920.0,Recent,Budget,Mobile
Mouse,MSI,Repairable,3.3,0.17,,,1,312,51,1835.2941176470588,Old,Premium,Computer
Smartphone,LG,Repairable,2.0,0.23,32.0,5.8,2,3924,412,17060.869565217392,Recent,Budget,Mobile
Battery,Local,Repairable,0.8,0.6,,,3,193,40,321.6666666666667,New,Budget,Accessory
Speaker,HP,Dead,1.3,1.94,,,3,444,58,228.8659793814433,Recent,Budget,Accessory
Monitor,Xiaomi,Working,0.7,6.43,,30.2,3,4998,547,777.293934681182,New,Budget,Computer
Smartphone,Generic,Working,2.9,0.15,512.0,5.2,1,4830,518,32200.0,Recent,Budget,Mobile
Headphones,Apple,Repairable,3.5,0.5,,,1,1221,143,2442.0,Old,Premium,Accessory
Keyboard,HP,Working,2.8,0.67,,,2,1010,137,1507.4626865671642,Recent,Budget,Computer
Laptop,MSI,Dead,4.4,1.75,512.0,14.8,3,2890,303,1651.4285714285713,Old,Premium,Computer
Mouse,LG,Working,3.0,0.14,,,3,482,83,3442.8571428571427,Recent,Budget,Computer
Headphones,MSI,Repairable,0.7,0.31,,,1,1491,170,4809.677419354839,New,Premium,Accessory
Speaker,HP,Repairable,1.0,2.31,,,2,1280,153,554.1125541125541,New,Budget,Accessory
Laptop,Generic,Working,0.6,1.68,256.0,15.2,2,16331,1676,9720.833333333334,New,Budget,Computer
Charger,Dell,Repairable,3.7,0.17,,,1,231,43,1358.8235294117646,Old,Premium,Accessory
Battery,Samsung,Working,1.9,0.77,,,1,1274,164,1654.5454545454545,Recent,Premium,Accessory
Keyboard,Apple,Working,3.1,0.53,,,3,1349,170,2545.2830188679245,Old,Premium,Computer
Headphones,Dell,Repairable,1.8,0.48,,,2,966,117,2012.5,Recent,Premium,Accessory
Battery,Dell,Dead,1.1,0.51,,,1,251,36,492.156862745098,Recent,Premium,Accessory
Tablet,Sony,Working,0.8,0.74,128.0,12.2,2,15634,1604,21127.027027027027,New,Premium,Mobile
Mouse,Acer,Repairable,4.1,0.13,,,1,199,39,1530.7692307692307,Old,Budget,Computer
Tablet,Generic,Working,0.7,0.77,32.0,9.9,3,6184,660,8031.168831168831,New,Budget,Mobile
Laptop,MSI,Dead,1.2,2.19,128.0,14.5,3,4736,487,2162.557077625571,Recent,Premium,Computer
Laptop,MSI,Repairable,3.7,2.75,32.0,14.9,2,8161,847,2967.6363636363635,Old,Premium,Computer
Mouse,Xiaomi,Repairable,4.6,0.11,,,2,145,34,1318.1818181818182,Old,Budget,Computer
Speaker,Lenovo,Dead,1.0,2.36,,,2,600,75,254.23728813559325,New,Budget,Accessory
Laptop,Sony,Working,2.1,2.79,64.0,14.4,2,18596,1905,6665.232974910394,Recent,Premium,Computer
Headphones,Acer,Working,2.0,0.44,,,3,1183,154,2688.6363636363635,Recent,Budget,Accessory
Laptop,Samsung,Working,3.7,2.1,128.0,16.0,1,17056,1749,8121.9047619047615,Old,Premium,Computer
Mouse,HP,Repairable,0.7,0.15,,,3,286,48,1906.6666666666667,New,Budget,Computer
Charger,Apple,Working,1.4,0.22,,,2,796,114,3618.181818181818,Recent,Premium,Accessory
Battery,Samsung,Dead,1.5,0.51,,,3,207,31,405.88235294117646,Recent,Premium,Accessory
Battery,HP,Working,1.7,0.78,,,2,1062,143,1361.5384615384614,Recent,Budget,Accessory
Keyboard,MSI,Repairable,0.8,0.52,,,2,965,117,1855.7692307692307,New,Premium,Computer
Monitor,Generic,Repairable,2.0,5.69,,23.1,3,1917,222,336.9068541300527,Recent,Budget,Computer
Keyboard,OnePlus,Dead,1.8,1.18,,,2,302,42,255.93220338983053,Recent,Budget,Computer
Charger,HP,Dead,0.8,0.13,,,1,127,22,976.9230769230769,New,Budget,Accessory
Monitor,Apple,Repairable,3.4,4.48,,31.3,1,3981,427,888.6160714285713,Old,Premium,Computer
Charger,Asus,Working,0.9,0.1,,,3,448,79,4480.0,New,Budget,Accessory
Smartphone,Sony,Dead,1.0,0.19,32.0,6.6,1,3308,340,17410.526315789473,New,Premium,Mobile
Laptop,Realme,Repairable,1.7,2.12,32.0,14.0,2,6976,726,3290.566037735849,Recent,Budget,Computer
Keyboard,Xiaomi,Repairable,0.6,1.16,,,2,455,67,392.2413793103449,New,Budget,Computer
Charger,Samsung,Repairable,0.9,0.19,,,1,383,58,2015.7894736842104,New,Premium,Accessory
Charger,HP,Working,0.5,0.13,,,3,502,85,3861.5384615384614,New,Budget,Accessory
Headphones,Apple,Dead,2.8,0.27,,,1,573,68,2122.222222222222,Recent,Premium,Accessory
Headphones,Asus,Dead,2.1,0.47,,,1,414,52,880.8510638297873,Recent,Budget,Accessory
Headphones,Generic,Working,0.8,0.35,,,1,1278,163,3651.4285714285716,New,Budget,Accessory
Charger,Generic,Repairable,0.7,0.18,,,1,136,33,755.5555555555555,New,Budget,Accessory
Mouse,Sony,Working,0.6,0.15,,,2,721,107,4806.666666666667,New,Premium,Computer
Headphones,LG,Working,4.2,0.38,,,3,940,130,2473.684210526316,Old,Budget,Accessory
Charger,Dell,Repairable,1.5,0.2,,,3,220,42,1100.0,Recent,Premium,Accessory
Mouse,Realme,Repairable,5.0,0.2,,,1,95,29,475.0,Old,Budget,Computer
Laptop,Samsung,Dead,0.8,1.72,128.0,15.6,2,7072,725,4111.627906976744,New,Premium,Computer
Laptop,Dell,Repairable,4.3,2.63,512.0,15.5,3,7477,777,2842.965779467681,Old,Premium,Computer
Monitor,Apple,Working,2.8,5.56,,27.4,3,8309,881,1494.4244604316548,Recent,Premium,Computer
Mouse,MSI,Repairable,2.1,0.16,,,3,320,52,2000.0,Recent,Premium,Computer
Mouse,Local,Repairable,3.0,0.16,,,2,113,31,706.25,Recent,Budget,Computer
Headphones,Local,Repairable,2.8,0.33,,,1,344,55,1042.4242424242423,Recent,Budget,Accessory
Battery,MSI,Dead,0.5,0.58,,,2,285,39,491.3793103448276,New,Premium,Accessory
Battery,Samsung,Repairable,7.7,0.48,,,1,77,28,160.41666666666669,Very_Old,Premium,Accessory
Smartphone,Dell,Working,1.0,0.16,512.0,5.4,1,14969,1536,93556.25,New,Premium,Mobile
Keyboard,Apple,Repairable,2.4,0.98,,,2,887,110,905.1020408163265,Recent,Premium,Computer
Mouse,Samsung,Working,4.7,0.14,,,2,363,71,2592.8571428571427,Old,Premium,Computer
Mouse,Local,Dead,5.0,0.19,,,1,55,15,289.4736842105263,Old,Budget,Computer
Tablet,Dell,Repairable,0.6,0.44,512.0,12.8,3,7647,790,17379.545454545456,New,Premium,Mobile
